content_id,content_type_id,title,address,latitude,longitude,area_code,district_code,lcls_systm1,lcls_systm2,lcls_systm3,operating_hours_raw,rest_date_raw,operating_schedule,operating_parse_status,operating_parser_version,source_modified_at,list_fetched_at,detail_fetched_at,last_seen_at,detail_fetch_status,detail_error_code,is_active,inactive_reason,inactive_at,last_sync_run_id,created_at,updated_at
1060809,39,아리랑,서울특별시 종로구 대학로 60,37.5764822568878,127.002529928525,11,110,FD,FD01,FD010100,11:00~21:30 (브레이크타임 15:00~16:30),연중무휴,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""11:00~21:30 (브레이크타임 15:00~16:30)"",""time_ranges"":[{""end"":""21:30"",""start"":""11:00"",""crosses_midnight"":false},{""end"":""16:30"",""start"":""15:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-02-24T06:21:23+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.150397+00:00,2026-07-23T17:21:45.711764+00:00
1063403,39,인사동찻집,서울특별시 종로구 인사동길 33-1 (관훈동),37.5736202148,126.9854729627,11,110,FD,FD05,FD050200,10:00~21:00,연중무휴,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""10:00~21:00"",""time_ranges"":[{""end"":""21:00"",""start"":""10:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2025-03-11T01:29:21+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.225101+00:00,2026-07-23T17:21:52.83222+00:00
1063408,39,옛찻집,서울특별시 종로구 인사동길 33-1,37.5735257805,126.9854257474,11,110,FD,FD05,FD050200,11:00~21:00,연중무휴,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""11:00~21:00"",""time_ranges"":[{""end"":""21:00"",""start"":""11:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2025-03-19T08:03:36+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.225101+00:00,2026-07-23T17:21:48.248347+00:00
1100498,12,북촌 8경,서울특별시 종로구 계동길 37 (계동),37.579088327,126.9862761098,11,110,HS,HS01,HS010600,10:00~17:00※ 방문 제한시간(특별관리지역(레드존) 방문 금지) : 17:00~익일 10:00,연중무휴,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""10:00~17:00※ 방문 제한시간(특별관리지역(레드존) 방문 금지) : 17:00~익일 10:00"",""time_ranges"":[{""end"":""17:00"",""start"":""10:00"",""crosses_midnight"":false},{""end"":""10:00"",""start"":""17:00"",""crosses_midnight"":true}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-06-19T00:32:09+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.882874+00:00,2026-07-23T17:21:35.913469+00:00
1101088,28,서울 한양도성 순성길,서울특별시 종로구 누상동 산1-29번지,37.5818,126.9583,11,110,LS,LS01,LS011900,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-06-05T01:54:20+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.955853+00:00,2026-07-23T17:21:39.75674+00:00
1102845,12,이화벽화마을,서울특별시 종로구 이화장길 70-11 (동숭동),37.578684289,127.005077855,11,110,VE,VE04,VE040200,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-06-19T00:32:09+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.225101+00:00,2026-07-23T17:21:52.13905+00:00
1112029,14,창덕궁 소극장,서울특별시 종로구 창경궁로 227 (명륜4가),37.5824805174,126.9977743679,11,110,VE,VE06,VE060100,공연 별로 상이함,공연 별로 상이함,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2025-11-24T05:37:15+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:57.82216+00:00
1120046,39,길복정,서울특별시 종로구 새문안로5가길 13,37.5731543641882,126.973743943223,11,110,FD,FD01,FD010100,10:00~22:00,연중무휴,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""10:00~22:00"",""time_ranges"":[{""end"":""22:00"",""start"":""10:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-03-13T07:22:01+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.721834+00:00,2026-07-23T17:21:26.38231+00:00
1154331,39,파툼(FATUM),서울특별시 종로구 삼청로 86-5,37.5831477413936,126.982120618356,11,110,FD,FD05,FD050100,12:00~22:00,매주 화요일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""12:00~22:00"",""time_ranges"":[{""end"":""22:00"",""start"":""12:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[1],""source_text"":""매주 화요일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-02-19T08:48:59+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.371579+00:00,2026-07-23T17:22:00.977777+00:00
1187220,12,동대문 문구완구거리 (창신동 문구완구시장),서울특별시 종로구 종로52길 36 (창신동),37.5712314101936,127.014447843755,11,110,VE,VE04,VE040100,월요일~금요일 08:00~19:00※점포 별로 상이함,"매주 토요일, 일요일※점포 별로 상이함","{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""월요일~금요일 08:00~19:00※점포 별로 상이함"",""time_ranges"":[{""end"":""19:00"",""start"":""08:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[5,6],""source_text"":""매주 토요일, 일요일※점포 별로 상이함""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-03-19T00:49:59+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.808988+00:00,2026-07-23T17:21:30.874466+00:00
1196883,28,[북한산 둘레길 7구간] 옛성길,서울특별시 종로구 구기동 (탕춘대성 암문입구~북한산생태공원 상단),37.609,126.9567,11,110,LS,LS01,LS011900,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-03-12T08:39:43+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.44801+00:00,2026-07-23T17:22:08.586363+00:00
1196890,28,[북한산 둘레길 6구간] 평창마을길,서울특별시 종로구 평창동 (형제봉 입구~탕춘대성 암문입구),37.612869,126.982165,11,110,LS,LS01,LS011900,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-03-12T00:08:40+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.44801+00:00,2026-07-23T17:22:08.529733+00:00
1202753,14,자하미술관,서울특별시 종로구 창의문로5가길 46 (부암동),37.5893766284906,126.960302828185,11,110,VE,VE07,VE070600,10:00~18:00 (입장 마감 17:30),매주 월요일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""10:00~18:00 (입장 마감 17:30)"",""time_ranges"":[{""end"":""18:00"",""start"":""10:00"",""crosses_midnight"":false}],""last_admission"":""17:30""}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-03-12T04:50:57+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:53.965079+00:00
126479,12,인왕산,서울특별시 종로구 옥인동,37.585,126.9593,11,110,NA,NA01,NA010100,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-03-05T08:08:51+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.225101+00:00,2026-07-23T17:21:53.044006+00:00
126484,12,경희궁,서울특별시 종로구 새문안로 45,37.5703879399457,126.968491756842,11,110,HS,HS01,HS010100,09:00~18:00 (입장 마감 17:30),매주 월요일 / 1월 1일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""09:00~18:00 (입장 마감 17:30)"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:30""}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일 / 1월 1일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-03-05T00:58:51+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.721834+00:00,2026-07-23T17:21:23.394237+00:00
126487,12,마로니에공원,서울특별시 종로구 대학로 104,37.5802419773,127.0027239807,11,110,VE,VE03,VE030100,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2025-07-18T00:00:00+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.882874+00:00,2026-07-23T17:21:32.811623+00:00
126488,12,삼청공원,서울특별시 종로구 삼청로 156 (삼청동),37.5889267212,126.982819993,11,110,VE,VE03,VE030100,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2025-11-03T06:26:19+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.955853+00:00,2026-07-23T17:21:38.360003+00:00
126492,12,종묘광장공원,서울특별시 종로구 종로 157 (훈정동),37.5711956572,126.9944166605,11,110,VE,VE03,VE030500,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2025-07-18T01:09:50+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:56.74949+00:00
126494,12,세검정 터,서울특별시 종로구 세검정로 244 (신영동),37.6009471313,126.9597189808,11,110,HS,HS01,HS011200,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2025-03-12T07:40:23+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.955853+00:00,2026-07-23T17:21:42.225865+00:00
126505,12,승가사(서울),서울특별시 종로구 비봉4길 213 (구기동),37.6267191549,126.9608598127,11,110,HS,HS03,HS030100,09:00~18:00,연중무휴,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""09:00~18:00"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2025-07-21T06:13:11+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.150397+00:00,2026-07-23T17:21:44.613431+00:00
126508,12,경복궁,서울특별시 종로구 사직로 161 (세종로),37.5760307000494,126.976721866063,11,110,HS,HS01,HS010100,[1월~2월/11월~12월]09:00~17:00 (입장마감 16:00)[3월~5월/9월~10월]09:00~18:00 (입장마감 17:00)[6월~8월] 09:00~18:30 (입장마감 17:30),"매주 화요일 ※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임","{""rules"":[{""months"":[1,2],""weekdays"":null,""source_text"":""[1월~2월/11월~12월]09:00~17:00 (입장마감 16:00)[3월~5월/9월~10월]09:00~18:00 (입장마감 17:00)[6월~8월] 09:00~18:30 (입장마감 17:30)"",""time_ranges"":[{""end"":""17:00"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""18:30"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""16:00""}],""warnings"":[""휴무 문구의 일부 예외를 구조화하지 못했습니다.""],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[1],""source_text"":""매주 화요일 ※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임""}],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-05-20T00:12:52+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.721834+00:00,2026-07-23T17:21:23.018427+00:00
126510,12,종묘 [유네스코 세계유산],서울특별시 종로구 종로 157 (훈정동),37.5709802173,126.9951311023,11,110,HS,HS01,HS010800,[2월~5월]- 09:00~18:00 (입장 마감 17:00)[6월~8월]- 09:00~18:30 (입장 마감 17:30)[9월~10월]- 09:00~18:00 (입장 마감 17:00)[11월~1월]- 09:00~17:30 (입장 마감 16:30),"매주 화요일 (단, 화요일이 공휴일인 경우 개방하며, 그 다음 첫 번째 평일에 휴관)","{""rules"":[{""months"":[2,3,4,5],""weekdays"":null,""source_text"":""[2월~5월]- 09:00~18:00 (입장 마감 17:00)[6월~8월]- 09:00~18:30 (입장 마감 17:30)[9월~10월]- 09:00~18:00 (입장 마감 17:00)[11월~1월]- 09:00~17:30 (입장 마감 16:30)"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""18:30"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""17:30"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:00""}],""warnings"":[""휴무 문구의 일부 예외를 구조화하지 못했습니다.""],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[1],""source_text"":""매주 화요일 (단, 화요일이 공휴일인 경우 개방하며, 그 다음 첫 번째 평일에 휴관)""}],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-06-29T08:17:17+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:56.640814+00:00
